merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
HMRC,HMRC NDDS 108602902772365089,28,debit,plaid,INSURANCE_AND_TAX_TAX_PAYMENT,new,,tax_payment,tax_payment,tax_payment,
Preen And Clean Hu,PREEN AND CLEAN HU 600000001598251917,12,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,cleaning_services,cleaning_services,cleaning_services,
Legal & General,L&g Assce Soc Ltd Legal & General,20.2,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,insurance_general,insurance_life,insurance_life,Small recurring Legal & General debit is consistent with life/protection insurance.
Reading Transport Limited,Contactless Payment READING TRANSPORT LIMITED,4.3,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Serco Leisure Oper,SERCO LEISURE OPER A/HW111759,13.75,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,new,,days_out,gym_fitness,gym_fitness,Serco Leisure recurring payment is consistent with a leisure/gym membership.
Wowcher,Wowcher,22.99,debit,plaid,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,new,,marketplace_general,experience_days,marketplace_general,Wowcher is a deals marketplace; the purchase is not specifically an experience.
The Beach Hut,The Beach Hut,2,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,unclassified_other,unclassified_other,restaurant_cafe,Small purchase at The Beach Hut is most consistent with a café.
Intrum Uk,INTRUM UK CS/2616501,1,debit,plaid,LOAN_PAYMENTS_OTHER,new,,debt_collection,debt_collection,debt_collection,
Uber,9742 20AUG25      UBER   *TRIP      HELP.UBER.COM GB,11.44,debit,plaid,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Cofee Marrakech,COFEE MARRAKECH  ON 06 AUG CPM,8,debit,plaid,BANK_FEES_ATM,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Translink,"TRANSLINK FARE CHARGE (VIA APPLE PAY), ON 06-08-2025",2.3,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Starbucks,STARBUCKS         LONDON,5.55,debit,plaid,DINING_COFFEE,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Window Cleaner,WINDOW CLEANER 200000001637939848,8,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,cleaning_services,cleaning_services,cleaning_services,
Uber,ZILCH UBER * EATS  ON 19 JUL BCC ZILCH UBER   * EATS PE,-4.31,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,takeaway,refund_received,Zilch Uber Eats credit. Every other Zilch credit in the shard was labelled refund_received. takeaway is spend.
Canterbury City Intern,Visa purchase CANTERBURY CITY INTERN,400,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,unclassified_other,unclassified_other,education_general,Canterbury City International is associated with education; £400 is consistent with an education payment.
Svl Leisure Limite,Svl Leisure Limite,8.8,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,new,,entertainment_other,entertainment_other,entertainment_other,
Atkins School Of M,ATKINS SCHOOL OF M 100000001629078372,96,debit,plaid,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,new,,childcare,education_general,driving_tuition,Atkins School of M is a truncated School of Motoring descriptor.
AliExpress,"CARD PAYMENT TO ALIEXPRESS.COM ,894.21 LKR, RATE 0.0024/GBP ON 27-07-2025",2.21,debit,plaid,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,new,,marketplace_general,marketplace_general,marketplace_general,
Cash Convert Ers Byker,CASH CONVERTERS BY,55.25,debit,plaid,BANK_FEES_ATM,new,,pawnbroker,pawnbroker,pawnbroker,
Electronic First Fz Ll,Electronic First F U.A.EMIRATES ON 28 JUL BCC ELECTRONIC FIRST FZ LL,11.76,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,unclassified_other,unclassified_other,gaming_console_pc,Electronic First sells digital game keys and gaming subscriptions.
Council Tax,REVERSAL OF 28-07 COUNCIL TAX,-95,credit,plaid,TAX_REFUND_TAX_REFUND,new,,council_tax,council_tax,returned_payment,Narrative explicitly says REVERSAL of council-tax payment.
Toolstation,TOOLSTATION UK  ON 22 SEP BCC,11.68,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,new,,tools,tools,tools,
Zilch,ZILCH INSTALMENT  ON 25 JUL BCC,-16.48,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,bnpl,refund_received,Zilch instalment credit is most consistent with an instalment refund.
Wizz Air,INT'L 0064837503  Wizz Air MalMI7RKFValetta           EUR 271.97        @1.1453 Visa Rate,237.46,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,flights,flights,flights,
Jsm Vending,Jsm Vending,1.1,debit,plaid,FOOD_RETAIL_OTHER,new,,unclassified_other,convenience_store,confectionary,Small vending-machine purchase; product is not specified.
Lowtownstore Limited,LOWTOWNSTORE LIMIT,6.98,debit,plaid,INTEREST_PAYMENTS_INTEREST_CHARGED,new,,unclassified_other,unclassified_other,retail_small_independent,Lowtownstore is a retail merchant; native interest category is spurious.
Savers Health & Be,SAVERS HEALTH & BEMIDDLESEX,21.01,debit,plaid,MEDICAL_PHARMACIES_AND_SUPPLEMENTS,new,,pharmacy,pharmacy,health_beauty_general,"Savers is a health-and-beauty retailer, not specifically a pharmacy."
Monzo,MONZO             Overdraft,291.87,debit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,overdraft_arranged,overdraft_unarranged,overdraft_arranged,Monzo offers arranged overdrafts; narrative does not evidence an unarranged facility.
Oculus,Oculus,7.99,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,new,,gaming_console_pc,gaming_console_pc,gaming_console_pc,
Virgin Media,Virgin Media,30,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
PureGym,Pure Gym Ltd PureGym,25.99,debit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,gym_fitness,gym_fitness,gym_fitness,
The Lexington,The Lexington,2,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,unclassified_other,pub_bar,pub_bar,The Lexington is a pub/live-music venue; small amount is consistent with bar spend.
Susan Jones,SUSAN JONES  00 FT,20,debit,plaid,MEDICAL_PRIMARY_CARE,new,,unclassified_other,unclassified_other,transfer_p2p,Payment to a named individual.
easyJet,EASYJET IN F AMOUNT IN EUR 9.75 ON 04 AUG VISA 1.14353 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.26 CPM EASYJET DNATA IN FLIGH,8.79,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,flights,flights,airport_spend,Narrative identifies an easyJet in-flight purchase rather than the flight fare.
Monzo,"PAUL FAKIR SENT FROM MONZO PAEEF6E2TH5WA4QSNP SENT FROM MONZO,PAEEF6E2TH5WA4QSNP",-30,credit,plaid,TRANSFER_IN_OTHER,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Marks & Spencer,Visa purchase MARKS&SPENCER PLC 2025-09-28,100.1,debit,plaid,GENERAL_MERCHANDISE_DEPARTMENT_STORES,new,,department_store,department_store,department_store,
Cd Evology,8384 08OCT25 CD   EVOLOGY KIOSK     CHORLEY GB,3.4,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,health_beauty_general,unclassified_other,car_parking,Evology is a parking payment service; kiosk descriptor and Chorley address support parking.
Elios,Elios  ON 06 SEP CPM ELIOS,10.8,debit,plaid,DINING_DINING,new,,restaurant_cafe,restaurant_cafe,restaurant_cafe,
Clearpay,1425 23SEP25      CLEARPAY          MANCHESTER GB,8.87,debit,plaid,LOAN_PAYMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,bnpl,
Shemed,Shemed,99,debit,plaid,MEDICAL_PRIMARY_CARE,new,,unclassified_other,medicine,weight_loss,"SheMed is a clinician-led GLP-1 weight-loss programme (Wegovy/Mounjaro), advertised around £59–£99."
Cd The Harbour Inn Gar,9047 24JUN25 CD   THE HARBOUR INN   GARLIESTON GB,115.7,debit,plaid,TRAVEL_AND_TRANSPORTATION_LODGING,new,,accommodation,accommodation,accommodation,
Capital One,Direct debit CAPITAL ONE 400250 81077082,47.78,debit,plaid,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
Usebounce,BOUNCE - USEBOUNCE,19.1,debit,plaid,BANK_PENALTIES_INSUFFICIENT_AND_LATE_FEES,new,,unclassified_other,account_charge,storage,Bounce provides short-term luggage storage.
Intrum Uk,INTRUM UK,5,debit,plaid,LOAN_PAYMENTS_OTHER,new,,debt_collection,debt_collection,debt_collection,
Mill View Primary Scho,Mill View Primary  ON 23 SEP BCC MILL VIEW PRIMARY SCHO,8.25,debit,plaid,CHILDCARE_AND_EDUCATION_CHILDCARE_AND_EDUCATION,new,,school_fees,school_fees,school_fees,
Utility Warehouse,UTILITY WAREHOUSE  2050221/2050221/23 DDR Utility Warehouse,81,debit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,utility_other,utility_other,utility_other,
Uber,UBR* PENDING.UBER.,24.96,debit,plaid,TRAVEL_AND_TRANSPORTATION_TAXIS_AND_RIDE_SHARES,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Rbwm,Returned direct debit RBWM COUNCIL TAX 070806 01052737,-135,credit,plaid,TAX_REFUND_TAX_REFUND,new,,council_tax,council_tax,returned_payment,Narrative explicitly says Returned direct debit.
Legal & General,L&G INSURANCE MI  0251618617-250929 DDR Legal & General,6.08,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,insurance_general,insurance_life,insurance_life,Small recurring Legal & General debit is consistent with life/protection insurance.
Cash Convert Ers Yorkshir,Cash Converters Yorksh,26,debit,plaid,BANK_FEES_ATM,new,,pawnbroker,pawnbroker,pawnbroker,
Octopus Energy,OCTOPUS ENERGY,150,debit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,energy,energy,energy,
Rcn,RCN 0000569409-0011025,34.14,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,unclassified_other,broadband_tv_phone,trade_union,RCN is the Royal College of Nursing professional body and trade union.
Bumble,PAYPAL *BUMBLE,17.14,debit,plaid,PERSONAL_CARE_OTHER_PERSONAL_CARE,new,,online_dating,online_dating,online_dating,
Mandy Prime,Payment to MANDY PRIME 110575 12483069,44.14,debit,plaid,TRANSFER_OUT_OTHER,new,,transfer_p2p,transfer_p2p,transfer_p2p,
United Utilities,UNITED UTILITIES W 4319851435,44.05,debit,plaid,RENT_AND_UTILITIES_WATER,new,,water,water,water,
Nutmeg,NUTMEG  29HS8V3 DDR Nutmeg,35,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,new,,investment_general,investment_general,investment_general,
Areas S.a.u.,AREAS S.A.U. SPAIN AMOUNT IN EUR 3.60 ON 02 AUG VISA 1.145161 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.09 ,3.23,debit,plaid,BANK_FEES_OTHER_BANK_FEES,new,,foreign_spend_unspecified,foreign_spend_unspecified,foreign_spend_unspecified,
Klarna,Klarna*boohoo.co.u  ON 13 JUL BCC KLARNA*BOOHOO.CO.UK,-3.99,credit,plaid,LOAN_DISBURSEMENTS_BNPL_AND_EWA,new,,bnpl,bnpl,refund_received,Klarna credit naming Boohoo is most consistent with a purchase refund.
Lloyds Bank,CLUB LLOYDS FEE,5,debit,plaid,BANK_FEES_OTHER_BANK_FEES,new,,account_charge,account_charge,account_charge,
Activities Away,ACTIVITIES AWAY  ON 11 AUG BCC,5,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,new,,experience_days,days_out,experience_days,Activities Away provides bookable outdoor and water-sports experiences.
Octopus Energy,OCTOPUS ENERGY,150,debit,plaid,RENT_AND_UTILITIES_OTHER_UTILITIES,new,,energy,energy,energy,
Intuit Limited,INTUIT LIMITED    00017NGD6S677-0001,39.6,debit,plaid,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,new,,software,software,software,
Diamond Discounts An,Diamond Discounts an )))),4.2,debit,plaid,INTEREST_PAYMENTS_INTEREST_CHARGED,new,,unclassified_other,interest_charged,discount_store,Merchant name indicates a discount retailer; interest native category is spurious.
Post And Parcel,CARD PAYMENT TO POST AND PARCEL 3 BIRM ON 09-08-2025,204,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,delivery_courier,delivery_courier,delivery_courier,
Victoria Smk,Victoria Smk L,15.74,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,new,,unclassified_other,unclassified_other,unclassified_other,Victoria SMK descriptor could not be resolved confidently.
Legal & General,L&G INSURANCE MI  0225612118-251003 DDR Legal & General,8.85,debit,plaid,GENERAL_SERVICES_CONSULTING_AND_LEGAL_SERVICES,new,,insurance_general,insurance_life,insurance_life,Small recurring Legal & General debit is consistent with life/protection insurance.
Keys Totton,KEYS TOTTON  ON 06 JUL CPM 23375 - KEYS TOTTON -,6.57,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,new,,unclassified_other,fuel,pub_bar,Keys Totton is a public house; fuel inference is unsupported.
Three Moto,Three  Moto,17.65,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,mobile_phone_contract,mobile_phone_contract,mobile_phone_contract,
Jack's,Jack's Savings pot transfer,-10,credit,plaid,TRANSFER_IN_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Revolut,Daria Czekajska   To Revolut -YGQM-,200,debit,plaid,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,new,,transfer_own_account,transfer_own_account,transfer_own_account,
H K Discount Store,H K DISCOUNT STORE,1,debit,plaid,GENERAL_MERCHANDISE_DISCOUNT_STORES,new,,discount_store,discount_store,discount_store,
Dvla-vn,DVLA-VN65DLO  000000000066882672 DDR,1.75,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,road_tax,road_tax,road_tax,
Easy Saver,TO Easy Saver 772208-30979568,350,debit,plaid,TRANSFER_OUT_SAVINGS,new,,savings_transfer,savings_transfer,savings_transfer,
Sky Tv,SKY TV  ON 19 AUG BCC,26.57,debit,plaid,RENT_AND_UTILITIES_INTERNET_AND_CABLE,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Uber,"CHARLIE PERROW UBER       27JUL25 93781413527410796 UBER       27JUL25,93781413527410796",-30,credit,plaid,INCOME_OTHER,new,,taxi_rideshare,taxi_rideshare,transfer_p2p,"Credit identifies a named individual with Uber as the reference, not a merchant card transaction."
Willowbrook Hospice,Willowbrook Hospice,3,debit,plaid,MEDICAL_OTHER_MEDICAL,new,,charitable_donation,charitable_donation,charitable_donation,
Council Tax,REVERSAL OF 30-06 COUNCIL TAX,-116,credit,plaid,TAX_REFUND_TAX_REFUND,new,,council_tax,council_tax,returned_payment,Narrative explicitly says REVERSAL of council-tax payment.
Zilch,Visa credit ZILCH WWW.DUNELONDON.COM,-49.27,credit,plaid,LOAN_DISBURSEMENTS_CASH_ADVANCES,new,,bnpl,bnpl,refund_received,Visa credit from Zilch names Dune London and is most consistent with a purchase refund.
Ryanair,Ryanair,91.57,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,flights,flights,flights,
Nrhealthandfitness,"NYX*NRHEALTHANDFITNESS (VIA APPLE PAY), ON 05-07-2025",2.5,debit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,gym_fitness,gym_fitness,gym_fitness,
Savers Health & Beauty,Contactless Payment SAVERS HEALTH & BEAUTY APPLEPAY 8561,31.92,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,new,,pharmacy,pharmacy,health_beauty_general,"Savers is a health-and-beauty retailer, not specifically a pharmacy."
Dvla-j,DVLA-J24HUG  000000000062048784 DDR,29.31,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,road_tax,road_tax,road_tax,
Coinbase,VISA DIRECT PAYMENT Coinbase ON 20 AUG CRE,-4.45,credit,plaid,TRANSFER_IN_INVESTMENT_AND_RETIREMENT_FUNDS,new,,crypto,crypto,crypto,
Microsoft,MICROSOFT*STORE  ON 12 SEP BCC,1,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,new,,software,software,software,
easyJet,Visa purchase EASYJET K9XJ2DN,261.44,debit,plaid,TRAVEL_AND_TRANSPORTATION_FLIGHTS,new,,flights,flights,flights,
Heron Foods,HERON FOODS MARSH,17.48,debit,plaid,FOOD_RETAIL_GROCERIES,new,,groceries,groceries,groceries,
Ipvanish,IPVANISH 840          15.59 VISAXR   1.35095 CD 3021 15JUN25,11.54,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,new,,web_services,web_services,web_services,
Capital One,CAPITAL ONE                           REFERENCE: XXXXXXXXXXXX0615,9.89,debit,plaid,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,new,,credit_card_repayment,credit_card_repayment,credit_card_repayment,
Thames Water,Thames Water,60,debit,plaid,RENT_AND_UTILITIES_WATER,new,,water,water,water,
Monzo,MONZO             Overdraft,265,debit,plaid,BANK_PENALTIES_CASH_ADVANCE_AND_OVERDRAFT_FEES,new,,overdraft_arranged,overdraft_unarranged,overdraft_arranged,Monzo offers arranged overdrafts; narrative does not evidence an unarranged facility.
Pets At Home,PETS AT HOME LTD,23.9,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,new,,pet_supplies,pet_supplies,pet_supplies,
Hpi Instant Ink Uk,HPI INSTANT INK UK,1.79,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_OTHER_GOVERNMENTS_AND_NON_PROFIT,new,,printing_supplies,printing_supplies,printing_supplies,
Zilch,ZILCH * Vinted  ON 20 JUL BCC ZILCH *      VINTED,-15.18,credit,plaid,LOAN_DISBURSEMENTS_STUDENT,new,,bnpl,bnpl,refund_received,Zilch credit naming Vinted is most consistent with a purchase refund.
Bizlend LTD,BIZLEND LTD GBP AC BIZLEND3421,214.92,debit,plaid,LOAN_PAYMENTS_CASH_ADVANCES,new,,personal_loan_repayment,business_loan_repayment,business_loan_repayment,Bizlend is a business lender.
Larkdance Studios Limi,5377 31JUL25  D   LARKDANCE STUDIOS LIMI              MANCHESTER GB,30,debit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,gym_fitness,gym_fitness,sports_participation,"Dance-studio payment is participation in an activity, not a general gym membership."
West Lothian Leisu,Direct debit WEST LOTHIAN LEISU 070436 21919402,21.95,debit,plaid,LOAN_PAYMENTS_STUDENT_LOAN_PAYMENT,new,,gym_fitness,gym_fitness,gym_fitness,
Monzo,Afzal  Mk MONZO,-10,credit,plaid,TRANSFER_IN_OTHER,new,,transfer_mobile_app,transfer_own_account,transfer_p2p,"Incoming Monzo transfer identifies a named person, so own-account ownership is not supported."
Dividends Gareth Jenkins,Dividends Gareth Jenkins,557,debit,plaid,INTEREST_PAYMENTS_INTEREST_CHARGED,new,,dividend_received,dividend_received,transfer_p2p,Outbound transfer to a named person with dividend reference; dividend_received contradicts debit direction.
Fitness And Physique,Fitness And Physique,13.4,debit,plaid,PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS,new,,gym_fitness,gym_fitness,gym_fitness,
Tgtg,TGTG 7qmt189epmac0,6,debit,plaid,GENERAL_MERCHANDISE_SUPERSTORES,new,,takeaway,takeaway,takeaway,
Revolut,"MUHAMMAD USMAN KHA SENT FROM REVOLUT REV548249318767654 10AUG25 SENT FROM REVOLUT,REV548249318767654",-376,credit,plaid,TRANSFER_IN_TRANSFER_IN_FROM_APPS,new,,transfer_own_account,transfer_p2p,transfer_p2p,Incoming Revolut transfer from a named person.
Cd Wh Smith Black Pool Vic,1318 10OCT25 CD   WH SMITH BLACKPOOLVIC               BLACKPOOL GB,1.39,debit,plaid,GENERAL_SERVICES_HOME_IMPROVEMENT_SERVICES,new,,books,books,books,
PRA Group,PRA GROUP UK LIMI  1396153 STO PRA Group,3,debit,plaid,LOAN_PAYMENTS_OTHER,new,,debt_collection,debt_collection,debt_collection,
Dvla,000000000071346270 DVLA,30.18,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,new,,road_tax,road_tax,road_tax,
Circuit Go,Circuit Go,2.3,debit,plaid,FOOD_RETAIL_OTHER,new,,unclassified_other,unclassified_other,laundry,Circuit Go is a managed laundry-payment platform.
Miss Amani K Musht,MISS AMANI K MUSHT 200000001612555609,140,debit,plaid,TRANSFER_OUT_OTHER,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Dimond Stores,DIMOND STORES  ON 27 JUL CLP,5,debit,plaid,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,new,,unclassified_other,unclassified_other,convenience_store,Merchant name indicates a local store.
Reddish Discount,CARD PAYMENT TO REDDISH DISCOUNT BARGA ON 28-08-2025,9.2,debit,plaid,GENERAL_MERCHANDISE_DISCOUNT_STORES,new,,discount_store,discount_store,discount_store,
Lunesdale Bakery,Lunesdale Bakery,2.95,debit,plaid,DINING_OTHER_DINING,new,,groceries_specialist,restaurant_cafe,restaurant_cafe,Lunesdale Bakery is an artisan bakery with tea rooms.
Jason Philo Xxx,JASON PHILO       XXX               VIA MOBILE - PYMT FP 27/06/25 10    54103648422981000N,30,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Donations Nfg,"GOOGLE DONATIONS NFG (VIA GOOGLE PAY), ON 10-09-2025",2,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_DONATIONS,new,,charitable_donation,charitable_donation,charitable_donation,
SKY,SKY TV 00624775464420,35,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Gentoo Group Limit,GENTOO GROUP LIMIT  ON 01 AUG BCC,300,debit,plaid,BANK_PENALTIES_INSUFFICIENT_AND_LATE_FEES,new,,rent,rent,rent,
