merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
tull d & n,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,37
wasswa daniel,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,37
craig jones & lucy,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,37
the tap and clapper,pub_bar,accepted,pub_bar,pub_bar,0.7,,eating_drinking_out,37
miss hartley,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,37
kelvin asamoah,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,37
google joyplay,gaming_mobile,accepted,gaming_mobile,gaming_mobile,0.7,,entertainment_leisure,37
son mum via,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,37
iwnl,unclassified_other,abstain_residual,personal_loan_repayment,personal_loan_repayment,0.6,water,unclassified,37
dvla-ve,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
thrive total fitness,gym_fitness,auto_accept,gym_fitness,gym_fitness,0.9,,health_medical,37
healthlottery.co.uk,gambling_lottery,accepted,gambling_lottery,gambling_lottery,0.8,,gambling,37
crumb,restaurant_cafe,accepted_tiebreak,restaurant_cafe,unclassified_other,0.4,restaurant_cafe,eating_drinking_out,37
plymouth city coun,council_tax,accepted,council_tax,council_tax,0.85,,council_tax_government,37
whg limited,gambling_betting,accepted,gambling_betting,gambling_betting,0.85,,gambling,37
dvla-yd,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
buzz gym,gym_fitness,auto_accept,gym_fitness,gym_fitness,0.92,,health_medical,37
daisy southern,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
queens head,pub_bar,accepted,pub_bar,pub_bar,0.72,,eating_drinking_out,37
cd zer food center,convenience_store,accepted_general,groceries,convenience_store,0.65,groceries_specialist,groceries_household_essentials,37
ionel bujor,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,37
empire express,unclassified_other,abstain_residual,transport_other,unclassified_other,0.35,takeaway,unclassified,37
david conchie saddlery,unclassified_other,abstain_residual,transfer_p2p,retail_small_independent,0.4,pet_supplies,unclassified,37
mr joe biddick,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
bnaelocations,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,37
cd bensons vending limite,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,37
hsl t,unclassified_recurring,accepted_tiebreak,unclassified_other,unclassified_recurring,0.4,unclassified_recurring,unclassified,37
pizza go go,takeaway,accepted,takeaway,takeaway,0.85,,eating_drinking_out,37
hadleigh store,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,37
audreyaguilar,transfer_p2p,accepted_tiebreak,payment_intermediary,transfer_p2p,0.55,transfer_p2p,transfers,37
joanne cuniff,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,37
ifeoma ari,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,37
barbaras bier haus,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.65,pub_bar,eating_drinking_out,37
ben m parr house,transfer_p2p,accepted_tiebreak,transfer_p2p,rent,0.55,transfer_p2p,transfers,37
m and r stores,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,37
mkayla thomas,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,37
stephen,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
aw live,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,37
startselect.help,gaming_online,accepted_tiebreak,gaming_online,gaming_console_pc,0.5,gaming_online,entertainment_leisure,37
moorcroft,debt_collection,accepted,debt_collection,debt_collection,0.85,,high_cost_distress_credit,37
dvla-sb,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
dvla-hn,road_tax,accepted_tiebreak,vehicle_mot,road_tax,0.9,road_tax,transport_motoring,37
dvla-fg,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
p and a news,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,37
beagle st,insurance_life,accepted_tiebreak,insurance_life,insurance_life,0.6,insurance_life,insurance,37
alison thompson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
ring basic plan ring,online_services,human_reviewed,home_accessories,utility_other,0.5,online_services,digital_subscriptions_services,37
rontec norden,fuel,accepted_tiebreak,unclassified_other,fuel,0.8,fuel,transport_motoring,37
orderyoyo,takeaway,accepted,takeaway,takeaway,0.8,,eating_drinking_out,37
cd milton stores,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,37
usworth & wash,carwash,accepted,carwash,carwash,0.7,,transport_motoring,37
takyiwah s,transfer_p2p,accepted_general,transfer_p2p,transfer_p2p,0.6,transfer_own_account,transfers,37
kendon cafe & dining,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,37
boodhoo m,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
golden coast,unclassified_other,abstain_residual,restaurant_cafe,unclassified_other,0.3,takeaway,unclassified,37
obakeng,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
cuffs,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,37
retford convenience store,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,37
chatham-glyn,unclassified_other,abstain_confirmed,unclassified_other,transfer_p2p,0.4,unclassified_other,unclassified,37
a&a convenience,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,37
ring premium,online_services,accepted_tiebreak,home_accessories,online_services,0.4,online_services,digital_subscriptions_services,37
nitrous,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.5,prize_competitions,gambling,37
dvla-lt,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
premier cd,unclassified_other,abstain_confirmed,unclassified_other,credit_card_repayment,0.35,unclassified_other,unclassified,37
cent,debt_collection,accepted_tiebreak,unclassified_other,debt_collection,0.5,debt_collection,high_cost_distress_credit,37
fir street express,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,37
assurant,insurance_general,accepted,insurance_general,insurance_general,0.7,,insurance,37
dvla-pf,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
trevenner,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,37
mutual clothing and su,catalogue_retail,accepted_tiebreak,catalogue_retail,clothing_general,0.55,catalogue_retail,general_retail_marketplaces,37
mr christopher j stone smile,unclassified_other,abstain_residual,dentist,dentist,0.55,transfer_p2p,unclassified,37
stuart moore kez,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.45,transfer_p2p,transfers,37
joshuas,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,37
lcinternati cd,payment_intermediary,human_reviewed,unclassified_other,personal_loan_repayment,0.5,payment_intermediary,general_retail_marketplaces,37
stanley taylor,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,37
wharfedale,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,37
mr nishaan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
dvla-sl,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,37
post & telegraph,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,37
crv,payment_intermediary,accepted_tiebreak,unclassified_other,payment_intermediary,0.4,payment_intermediary,general_retail_marketplaces,37
st stephen's convenien,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,37
the giveaway guys,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.6,prize_competitions,gambling,37
bandai namco europe,gaming_console_pc,accepted_tiebreak,gaming_console_pc,gaming_console_pc,0.6,gaming_console_pc,entertainment_leisure,37
jackpotz,prize_competitions,accepted,prize_competitions,prize_competitions,0.7,,gambling,37
rockley park,holiday_uk,accepted_tiebreak,sports_participation,holiday_uk,0.55,holiday_uk,travel_holidays,37
overdales legal limite,debt_collection,accepted,debt_collection,debt_collection,0.85,,high_cost_distress_credit,37
callum eglintine,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
gardner westgate svcs,convenience_store,accepted_tiebreak,unclassified_other,convenience_store,0.4,convenience_store,groceries_household_essentials,37
c white hart chesterfiel,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,37
darren khosrowpour,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
kerry armstrong,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
spar limegreen,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,37
joseph carolan donna,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
lynkpay,taxi_rideshare,accepted_tiebreak,payment_intermediary,taxi_rideshare,0.75,taxi_rideshare,transport_motoring,37
nandos.co.uk cd,restaurant_cafe,auto_accept,restaurant_cafe,restaurant_cafe,0.9,,eating_drinking_out,37
guinness,rent,human_reviewed,cash_and_carry,utility_other,0.4,rent,housing,37
drive hull,unclassified_other,abstain_residual,car_hire,car_parking,0.55,driving_tuition,unclassified,37
pets 4 homes,pet_supplies,accepted,pet_supplies,pet_supplies,0.7,,pets,37
nur food centre,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,37
pfs mfg shortcross,fuel,accepted,fuel,fuel,0.8,,transport_motoring,37
friendship inn,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,37
dcbltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,37
city of lincoln council,council_tax,accepted_tiebreak,council_tax,council_tax,0.6,council_tax,council_tax_government,37
mrs k,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
celtic f.c,memberships,accepted_tiebreak,sports_participation,memberships,0.55,memberships,entertainment_leisure,37
dvla-ld,road_tax,accepted,road_tax,road_tax,0.85,,transport_motoring,37
essar spalding,fuel,accepted,fuel,fuel,0.7,,transport_motoring,37
virtual landline,broadband_tv_phone,human_reviewed,unclassified_other,gambling_unspecified,0.45,broadband_tv_phone,utilities_household_bills,37
diyar m ramazan,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,37
stanley wines,alcohol_wine,accepted,alcohol_wine,alcohol_wine,0.7,,groceries_household_essentials,37
levi coooer,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,37
ipswich buses,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.85,,transport_motoring,37
miss tammy,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,37
duane lewis du,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,37
storm comps,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.6,prize_competitions,gambling,37
stephen carter,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,37
ashvin food and wine,alcohol_wine,accepted_general,groceries_specialist,alcohol_wine,0.6,convenience_store,groceries_household_essentials,37
antar s,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
kendra ledner,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
lisa french katie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,37
a i jesus martins moreira,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
capita bus,tv_licence,accepted,tv_licence,tv_licence,0.85,,utilities_household_bills,37
norton,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,37
lucy home,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,37
jks food&wine,alcohol_wine,accepted_general,groceries_specialist,alcohol_wine,0.6,convenience_store,groceries_household_essentials,37
foress,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,37
d dillingham,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
kareem ajala,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
thomas male,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
b fox,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,37
co-op late shop,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,36
discovery plus,streaming,auto_accept,streaming,streaming,0.9,,digital_subscriptions_services,36
golocalextra,unclassified_other,abstain_residual,unclassified_other,delivery_courier,0.55,convenience_store,unclassified,36
leisurematic,entertainment_other,accepted_tiebreak,entertainment_other,entertainment_other,0.4,entertainment_other,entertainment_leisure,36
declan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
a kieta sylla,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
rajd limited,unclassified_other,abstain_confirmed,retail_other,unclassified_other,0.3,unclassified_other,unclassified,36
haringey,council_tax,accepted_tiebreak,council_tax,council_tax,0.6,council_tax,council_tax_government,36
premier forres,groceries,accepted_tiebreak,groceries,convenience_store,0.55,groceries,groceries_household_essentials,36
s coombe,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
lyndsay smith,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
liam adcock,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
langton green filling sta,fuel,accepted,fuel,fuel,0.85,,transport_motoring,36
premal joshi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
jessica beddard,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,36
selekt chicken,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,36
platinoltd,unclassified_other,abstain_residual,beauty_treatment,beauty_treatment,0.55,unclassified_other,unclassified,36
cd contactless.travelheanor,public_transport_rail_coach,accepted_tiebreak,public_transport_rail_coach,public_transport_rail_coach,0.3,public_transport_rail_coach,transport_motoring,36
eone,unclassified_other,abstain_residual,insurance_life,insurance_life,0.5,investment_general,unclassified,36
janes pantry,restaurant_cafe,accepted_tiebreak,takeaway,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,36
dvla-oy,road_tax,auto_accept,road_tax,road_tax,0.9,,transport_motoring,36
family finance,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.75,,credit_loan_repayments,36
