merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
go bananas,groceries,accepted_general,groceries,groceries,0.5,groceries_specialist,groceries_household_essentials,10
kiveton barbershop,beauty_treatment,accepted,beauty_treatment,beauty_treatment,0.7,,clothing_personal_care,10
ocean fish g latina,takeaway,accepted_tiebreak,takeaway,restaurant_cafe,0.6,takeaway,eating_drinking_out,10
ask global solutions ltd.,business_services,accepted_tiebreak,business_services,unclassified_other,0.4,business_services,business_self_employment,10
hanna,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
play valley rotherham,days_out,accepted_tiebreak,entertainment_other,days_out,0.5,days_out,entertainment_leisure,10
sean kelly,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
jennifer bell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
asian,takeaway,accepted_tiebreak,takeaway,takeaway,0.55,takeaway,eating_drinking_out,10
the broadway fruit shop,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.7,,groceries_household_essentials,10
crazy spoon,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.55,restaurant_cafe,eating_drinking_out,10
cd tgc,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
aintree racecourse,sports_tickets,accepted_tiebreak,sports_tickets,sports_tickets,0.6,sports_tickets,entertainment_leisure,10
glendale,unclassified_other,abstain_confirmed,unclassified_other,fuel,0.4,unclassified_other,unclassified,10
kiki,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.5,transfer_p2p,transfers,10
caroline barker clare,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
laura horton danielle,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
spice cabin,takeaway,accepted_tiebreak,takeaway,takeaway,0.55,takeaway,eating_drinking_out,10
domaine ormes,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.5,restaurant_cafe,eating_drinking_out,10
fen farm dairy limite,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.7,,groceries_household_essentials,10
gould barbers barnet,beauty_treatment,accepted_tiebreak,skin_hair_care,beauty_treatment,0.7,beauty_treatment,clothing_personal_care,10
zoya hair and,beauty_treatment,accepted_tiebreak,skin_hair_care,beauty_treatment,0.7,beauty_treatment,clothing_personal_care,10
jazmin rich,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
spice king,unclassified_other,abstain_residual,groceries_specialist,restaurant_cafe,0.5,takeaway,unclassified,10
k authentic foods,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries_specialist,0.5,groceries_specialist,groceries_household_essentials,10
orocco pier,accommodation,accepted,accommodation,accommodation,0.75,,travel_holidays,10
ross knob,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.5,,unclassified,10
tantastic neath,beauty_treatment,accepted_tiebreak,beauty_treatment,beauty_treatment,0.55,beauty_treatment,clothing_personal_care,10
paul's news and booze,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,10
mario pizza,takeaway,accepted,takeaway,takeaway,0.7,,eating_drinking_out,10
andrew paul friendmoney,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
gwalia store,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,10
rontec portsbridge,fuel,accepted,fuel,fuel,0.75,,transport_motoring,10
gold's gym,gym_fitness,auto_accept,gym_fitness,gym_fitness,0.9,,health_medical,10
stop mini market,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,10
jessica fairbrass,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
imarni bethune,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
bp gledhow s stn,fuel,accepted,fuel,fuel,0.85,,transport_motoring,10
the starlight danc,sports_participation,accepted_tiebreak,night_club,sports_participation,0.4,sports_participation,entertainment_leisure,10
hyatt regency,accommodation,accepted,accommodation,accommodation,0.85,,travel_holidays,10
jolly good food and wi,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.5,convenience_store,groceries_household_essentials,10
danielle wooldridg,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
europe s a r,payment_intermediary,accepted,payment_intermediary,payment_intermediary,0.85,,general_retail_marketplaces,10
julie copes potatoes,unclassified_other,abstain_residual,transfer_p2p,transfer_p2p,0.5,groceries_specialist,unclassified,10
eon next,energy,auto_accept,energy,energy,0.92,,utilities_household_bills,10
a igbadumhe,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
alexandra laszlo,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
fiza majeed,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
iggm applepay,gaming_online,accepted_tiebreak,gambling_casino,gaming_online,0.5,gaming_online,entertainment_leisure,10
pfc addiscombe,takeaway,accepted_tiebreak,takeaway,takeaway,0.55,takeaway,eating_drinking_out,10
mr k lokote,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
jessica norris natwest ft,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
pastor,charitable_donation,accepted_tiebreak,charitable_donation,charitable_donation,0.55,charitable_donation,charitable_political_giving,10
thunder lane garage ltd,vehicle_maintenance,accepted_general,vehicle_servicing,vehicle_maintenance,0.65,fuel,transport_motoring,10
the harlequin,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.45,pub_bar,eating_drinking_out,10
james local retail limite,retail_small_independent,accepted_tiebreak,retail_small_independent,retail_small_independent,0.4,retail_small_independent,general_retail_marketplaces,10
callum jone s costello,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
family sho,retail_small_independent,accepted_tiebreak,unclassified_other,retail_small_independent,0.4,retail_small_independent,general_retail_marketplaces,10
pickwick coffee club,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,10
c livesey stores,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,10
spice&casey,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,10
lake house bar and res,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,10
star partner,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
katie carrick,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
toni,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
rotherfield primary,school_fees,accepted_tiebreak,school_fees,school_fees,0.5,school_fees,childcare_education,10
slick london,gambling_unspecified,human_reviewed,gambling_casino,gambling_unspecified,0.6,unclassified_card_spend,gambling,10
derby royal hospitderby,hospital,accepted,hospital,hospital,0.85,,health_medical,10
tpm credit union,credit_union_repayment,accepted,credit_union_repayment,credit_union_repayment,0.85,,credit_loan_repayments,10
photounicorn murat,foreign_spend_unspecified,accepted_tiebreak,transfer_international,foreign_spend_unspecified,0.4,foreign_spend_unspecified,travel_holidays,10
riyaz dudekula,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
knp convenienc,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,10
exchanged to atom,transfer_own_account,accepted_tiebreak,unclassified_other,transfer_own_account,0.55,transfer_own_account,transfers,10
cd bn quick mart,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,10
cindy s swim,sports_participation,accepted_tiebreak,sports_participation,sports_participation,0.55,sports_participation,entertainment_leisure,10
ramakrishna bonda,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
bp brobot,fuel,accepted,fuel,fuel,0.85,,transport_motoring,10
works coffee,restaurant_cafe,accepted_tiebreak,restaurant_cafe,restaurant_cafe,0.6,restaurant_cafe,eating_drinking_out,10
katie mbiadjeu plum obs,transfer_p2p,accepted_tiebreak,transfer_p2p,savings_transfer,0.6,transfer_p2p,transfers,10
l awadh,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
david methven,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
bushra bibi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
prestige supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,10
new town store,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,10
the rose and l,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,10
daily fresh meat ltd,groceries_specialist,accepted,groceries_specialist,groceries_specialist,0.7,,groceries_household_essentials,10
ryan redmond,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
mr mustafizur,transfer_p2p,accepted_tiebreak,transfer_p2p,personal_loan_repayment,0.6,transfer_p2p,transfers,10
candy land london,confectionary,accepted_tiebreak,confectionary,confectionary,0.55,confectionary,groceries_household_essentials,10
aneeqa noor,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
cant cm,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,10
edward kirkbride vinyl,unclassified_other,abstain_residual,physical_media,physical_media,0.6,transfer_p2p,unclassified,10
tyrone isaac,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.8,,transfers,10
hungry hound,takeaway,accepted_tiebreak,takeaway,restaurant_cafe,0.5,takeaway,eating_drinking_out,10
biggin market,groceries,accepted_tiebreak,groceries,groceries,0.55,groceries,groceries_household_essentials,10
rose food and wine,alcohol_wine,accepted_general,alcohol_wine,alcohol_wine,0.65,convenience_store,groceries_household_essentials,10
thats sweet,confectionary,accepted_tiebreak,confectionary,confectionary,0.5,confectionary,groceries_household_essentials,10
ashton hayes and mould,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,10
the tank museum,days_out,accepted,days_out,days_out,0.75,,entertainment_leisure,10
primrose valley filey,holiday_uk,accepted_tiebreak,holiday_uk,holiday_uk,0.6,holiday_uk,travel_holidays,10
fillongley garage limited,vehicle_maintenance,accepted_general,vehicle_servicing,vehicle_maintenance,0.55,fuel,transport_motoring,10
c bedford booze,alcohol_beer_spirits,accepted,alcohol_beer_spirits,alcohol_beer_spirits,0.75,,groceries_household_essentials,10
eelings,clothing_general,accepted_tiebreak,clothing_general,clothing_general,0.4,clothing_general,clothing_personal_care,10
bmac nicholls limavady,unclassified_other,abstain_confirmed,unclassified_other,transfer_p2p,0.4,unclassified_other,unclassified,10
kelsey wood,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
n t catering services,catering,accepted_tiebreak,catering,catering,0.5,catering,eating_drinking_out,10
argyll news limited,unclassified_other,abstain_residual,convenience_store,convenience_store,0.5,newspapers,unclassified,10
go 2 gate,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
craig pritchard,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,10
roberto osechas,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
katie mcdonagh,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
rr grocery,groceries,accepted_tiebreak,groceries,groceries,0.6,groceries,groceries_household_essentials,10
william hobson,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
abderrezak chennit me,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
hannah watkins contract,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,10
s t bibi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,10
nora ibrahim,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
jules.tas,payment_intermediary,accepted_tiebreak,transfer_p2p,payment_intermediary,0.4,payment_intermediary,general_retail_marketplaces,10
joshua linney & tom,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
french crepe & bubble,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.7,,eating_drinking_out,10
ck sempol padel,foreign_spend_unspecified,accepted_tiebreak,foreign_spend_unspecified,sports_participation,0.5,foreign_spend_unspecified,travel_holidays,10
hayles jd,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
thomas rus,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
cd skipsea,holiday_uk,accepted_tiebreak,accommodation,holiday_uk,0.6,holiday_uk,travel_holidays,10
clare solway,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
urban express,takeaway,accepted_tiebreak,takeaway,unclassified_other,0.3,takeaway,eating_drinking_out,10
teleperformance contac,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
almondvale,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
taj the grocer uk ltd,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.85,groceries_specialist,groceries_household_essentials,10
taka taka,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.6,takeaway,eating_drinking_out,10
liveborders,days_out,accepted_general,entertainment_other,days_out,0.55,sports_participation,entertainment_leisure,10
gladstone mini mart,convenience_store,accepted,convenience_store,convenience_store,0.8,,groceries_household_essentials,10
auchan,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,10
singh's,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,10
abdellatif,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.7,transfer_p2p,transfers,10
smc re unity,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,10
mr andrew weeden,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
abigail lovering,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,10
evo,payment_intermediary,accepted_tiebreak,payment_intermediary,loan_repayment_dd,0.4,payment_intermediary,general_retail_marketplaces,10
go kirkdale,unclassified_other,abstain_residual,unclassified_other,gym_fitness,0.45,convenience_store,unclassified,10
woodfield farm,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.55,pub_bar,eating_drinking_out,10
love the sales,unclassified_other,abstain_residual,retail_other,marketplace_general,0.55,clothing_general,unclassified,10
phyo myat phoo thwe,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,10
old plane tree,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,10
bar sport,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,10
trishool convenience,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,10
chargedup,services_unspecified,human_reviewed,bnpl,business_services,0.4,services_unspecified,unclassified,10
ole and steen notting hi,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,10
