merchant_raw,description_raw,amount,direction,native_category,gold_leaf,target_leaf
,UNPAID TRANSAC FEE14AUG A/C 00185466,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,7060 01AUG25 CD   EGY NILE 1        HURGHADA 2 EG     EGP        2600.00VRATE      63.8820N-S TRN FEE   1.08,41.78,debit,BANK_FEES_OTHER_BANK_FEES,restaurant_cafe,account_charge
,"WLT 54, Unhyytexw2L, USD -54.02, Rate 0.748, Fee 0.00, Sterling Amount -40.41",40.41,debit,BANK_FEES_OTHER_BANK_FEES,money_transfer_fee,account_charge
,UNPAID TRANSAC FEE05JUN A/C 19657285,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,UNPAID TRANSAC FEE05JUN A/C 24166537,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Tide fee for the transaction of £178.81 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,7531 25JUL25      IMGFLUX           HULL GB           EUR         126.36VRATE       1.1487N-S TRN FEE   3.03,113.03,debit,BANK_FEES_OTHER_BANK_FEES,online_services,account_charge
,Tide fee for the transaction of £329.93 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,UNPAID TRANSAC FEE10JUL A/C 60157550,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
Zen Internet Limit,ZEN INTERNET LIMIT 200000001592053234,50.00,debit,BANK_FEES_OTHER_BANK_FEES,broadband_tv_phone,account_charge
,Tide fee for the transaction of £88.07 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,UNPAID TRANSAC FEE24JUL A/C 32999801,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Tide fee for the transaction of £93.99 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £133.84 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,7531 04JUL25      BPLTD BALANCE     TOPUP             LONDON GB         EUR          23.22VRATE       1.1546N-S TRN FEE   0.55,20.66,debit,BANK_FEES_OTHER_BANK_FEES,prepaid_card,account_charge
,3169 08JUL25  D   HIBOCHAT          KWUN TONG HK      USD           4.99VRATE       1.3559N-S TRN FEE   0.10,3.78,debit,BANK_FEES_OTHER_BANK_FEES,online_services,account_charge
,Tide fee for the transaction of £135.33 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Jameson D W Reservation Fee,260.00,debit,BANK_FEES_OTHER_BANK_FEES,transfer_p2p,account_charge
,TRAVL PCK FEE  Ref 7202284119 PDP,14.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,9891 13OCT25      INPICS            PRAGUE CZ         EUR         103.46VRATE       1.1459N-S TRN FEE   2.48,92.76,debit,BANK_FEES_OTHER_BANK_FEES,photography_services,account_charge
,Tide fee for the transaction of £241.98 amount,6.48,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,UNPAID TRANSAC FEE06JUN A/C 20242468,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,UNPAID TRANSAC FEE07AUG A/C 10720841,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,7531 28AUG25      DIGITAIN ADV      LONDON GB         EUR          46.42VRATE       1.1561N-S TRN FEE   1.10,41.25,debit,BANK_FEES_OTHER_BANK_FEES,gambling_unspecified,account_charge
,PLUM  545847J-PLUM FEE DDR,2.99,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,NON-GBP TRANS FEE 2.75% CD 3317    05OCT25,0.59,debit,BANK_FEES_FOREIGN_TRANSACTION_FEES,money_transfer_fee,account_charge
,UNPAID TRANSAC FEE01AUG A/C 29256313,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,ATAC TAP&GO ITALY AMOUNT IN EUR 1.50 ON 20 JUN VISA 1.16625 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.04 ,1.33,debit,BANK_FEES_ATM,public_transport_rail_coach,account_charge
,9891 22SEP25      OPTTRX*117050569  SOFIA BG          EUR          14.92VRATE       1.1450N-S TRN FEE   0.36,13.39,debit,BANK_FEES_OTHER_BANK_FEES,unclassified_other,account_charge
,7531 07JUL25      BPLTD BALANCE     TOPUP             LONDON GB         EUR          46.45VRATE       1.1574N-S TRN FEE   1.10,41.23,debit,BANK_FEES_OTHER_BANK_FEES,prepaid_card,account_charge
,8410 01OCT25 C    11 ALIVE NEWS SHOPATLANTA US        USD          19.60VRATE       1.3433N-S TRN FEE   0.40,14.99,debit,BANK_FEES_OTHER_BANK_FEES,convenience_store,account_charge
,5581 16JUL25 CD   DUBLIN PORT TUNNELDUBLIN IE         EUR          12.00VRATE       1.1494N-S TRN FEE   0.28,10.72,debit,BANK_FEES_OTHER_BANK_FEES,tolls,account_charge
,UNPAID TRANSAC FEE25JUL A/C 80837484,1.55,debit,BANK_FEES_OTHER_BANK_FEES,returned_payment,account_charge
,Payment from Big Bus Company Lt - PAYROLL POSTING,290.54,credit,INCOME_SALARY,salary,salary
,"WINCANTON PAYROLL 171154 000000039860441701 171154,000000039860441701",1893.57,credit,INCOME_SALARY,salary,salary
,JK HEALTHCARE LIMI MANOR BARN PAYROLL 36023230311585000N,3212.39,credit,INCOME_SALARY,salary,salary
,BREAKTHROUGH U.K.  Salary July BGC,2344.94,credit,INCOME_SALARY,salary,salary
,"JOSEPH EATON TRADI SALARY-AUG25 990a0c7c488949b1a0 SALARY-AUG25,990a0c7c488949b1a0",500.00,credit,INCOME_SALARY,salary,salary
,WEB SUR LTD F  NICKY SALARY FT,3765.27,credit,INCOME_SALARY,salary,salary
,JOHN MACKLE (MOY) SALARY            FP 26/06/25 0236  02023111280273000JSALARY,285.39,credit,INCOME_SALARY,salary,salary
,"V&H LIMITED SALARY 00156648632BDBYRXZ SALARY,00156648632BDBYRXZ",576.51,credit,INCOME_SALARY,salary,salary
,NEXUS PACKAGING LT NEXPACK SALARY 35023053901974000R,110.00,credit,INCOME_SALARY,salary,salary
,KARIM A M         SALARY NO         FP 24/06/25 0032  RP4659982866854500,500.00,credit,INCOME_SALARY,transfer_p2p,salary
,Bank credit SATCO UKT PAYROLL 600173 00178093 2025-09-25,2880.05,credit,INCOME_SALARY,salary,salary
,NEXUS PACKAGING LT NEXPACK SALARY 04023053909163000R,2685.44,credit,INCOME_SALARY,salary,salary
,CARETECH-PAYROLL,2868.10,credit,INCOME_SALARY,salary,salary
,"JOSEPH EATON TRADI SALARY-AUG25 c54a3855e9a744a8bf SALARY-AUG25,c54a3855e9a744a8bf",2450.00,credit,INCOME_SALARY,salary,salary
,SWS-1 LIMITED SW SALARY MF00072D52EB244A00,490.51,credit,INCOME_SALARY,salary,salary
,"MR RAVITHAS SALARY     31AUG25 077844057441828001 SALARY     31AUG25,077844057441828001",1973.51,credit,INCOME_SALARY,salary,salary
,Bank credit PAYROLL,797.87,credit,INCOME_SALARY,salary,salary
,MADDOCKS SPORTS & PAYROLL           FP 03/09/25 0849  00152889632BSFFTYM,97.68,credit,INCOME_SALARY,salary,salary
,AIR CORE LTD SW   SALARY            FP 30/07/25 0339  MF00012D52F1DFC800,7150.00,credit,INCOME_SALARY,salary,salary
,"CITIZENS ADVICE MI SALARY 37093739083800000N SALARY,37093739083800000N",2147.68,credit,INCOME_SALARY,salary,salary
,"BLACKTAX RADIO TAX PAYROLL 75 YBIBB0311007484205 PAYROLL 75,YBIBB0311007484205",142.50,credit,INCOME_SALARY,salary,salary
,"DUCK AND DRY LONDO SALARY 56b18cc1cef744fea1 SALARY,56b18cc1cef744fea1",2569.04,credit,INCOME_SALARY,salary,salary
,"JOSEPH EATON TRADI SALARY-JUL25 bace0310755d4d86a1 25AUG25 SALARY-JUL25,bace0310755d4d86a1",116.00,credit,INCOME_SALARY,salary,salary
,"APPLICA R LTD  FMQ SALARY 29072025 MF00282D52F6862000 SALARY 29072025,MF00282D52F6862000",3173.64,credit,INCOME_SALARY,salary,salary
,"T & H FACILITIES M SALARY 04023740730508000N SALARY,04023740730508000N",1694.86,credit,INCOME_SALARY,salary,salary
,PARASOL LIMITED   SALARY            FP 12/09/25 0918  55091826865080000RSALARY,8419.97,credit,INCOME_SALARY,salary,salary
,Homeoffice/payroll The Home Office,1378.76,credit,INCOME_SALARY,salary,salary
,Houseminder Limited Week 18 - Payroll,449.10,credit,INCOME_SALARY,salary,salary
,"MR SWEETS LTD SWEET EMP SALARY 10023144159535000N SWEET EMP SALARY,10023144159535000N",151.00,credit,INCOME_SALARY,salary,salary
,ROTHESAY 0  PAYROLL BGC,486.62,credit,INCOME_SALARY,salary,salary
,"V&H LIMITED SALARY 00156648632BDCMSMK SALARY,00156648632BDCMSMK",509.38,credit,INCOME_SALARY,salary,salary
,FREYR INVESTMENT M  CF SALARY SEP25 BGC,4341.00,credit,INCOME_SALARY,salary,salary
,HOMEOFFICE/PAYROLL 10704615,1816.34,credit,INCOME_SALARY,salary,salary
,"V&H LIMITED SALARY 00156648632BDDPGZF SALARY,00156648632BDDPGZF",419.49,credit,INCOME_SALARY,salary,salary
, REFORM PAYROLL LIMITED,322.48,credit,INCOME_SALARY,salary,salary
,"BANK GIRO CREDIT REF COMMUNITY INCLUSIV, MONTHLY SALARY",1489.59,credit,INCOME_SALARY,salary,salary
,FASTER PAYMENTS RECEIPT REF.PAYROLL MONTH 4 FROM FARM HOUSE COOKED MEATS LIMITED,1431.42,credit,INCOME_SALARY,salary,salary
,"LIMA HOMECARE LIMI SALARY 32023348230095000N SALARY,32023348230095000N",441.90,credit,INCOME_SALARY,salary,salary
,A&U DENTAL SURGERIA-STAFF PAYROLL   FP 20/06/25 0350  00150484632BBNHJFT,1841.25,credit,INCOME_SALARY,salary,salary
,"BJSR LIMITED BJSR PAYROLL MODULO00P210X9DJX6 BJSR PAYROLL,MODULO00P210X9DJX6",933.84,credit,INCOME_SALARY,salary,salary
,ROOFOODS LIMITED  FP 06/07/25 1739  XP4576604309002608,93.01,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP1976139678961100 09AUG25 XP1976139678961100,09AUG25",107.35,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP8620319512342400 XP8620319512342400,",91.97,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP7855822996134874 XP7855822996134874,",211.06,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP7152027090608708 XP7152027090608708,",142.74,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP8622203602201298 XP8622203602201298,",341.70,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP2997445452421237 XP2997445452421237,",119.98,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP6703194320010024 14SEP25 XP6703194320010024,14SEP25",40.67,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP3363306368949862 XP3363306368949862,",20.18,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP8440890090851221 XP8440890090851221,",40.92,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP1186346037604958 XP1186346037604958,",23.43,credit,INCOME_SALARY,salary_gig,salary_gig
,"ROOFOODS LIMITED XP0967423631400020 XP0967423631400020,",434.37,credit,INCOME_SALARY,salary_gig,salary_gig
,"STUART DELIVERY LT 4723 088889133115101XFU 4723,088889133115101XFU",18.18,credit,GENERAL_SERVICES_OTHER_SERVICES,salary_gig,salary_gig
,Stuart Delivery Ltd                      2312,79.28,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      1718,52.05,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      7376,71.44,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      1527,47.66,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      4002,38.47,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      9690,66.61,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      7032,44.77,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      9025,32.88,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      4632,143.50,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      8231,108.31,credit,INCOME_SALARY,salary_gig,salary_gig
,Stuart Delivery Ltd                      1456,78.39,credit,INCOME_SALARY,salary_gig,salary_gig
,"RBT NOTION LABS INC. - Mastercard, Rebate",10.00,credit,LOAN_DISBURSEMENTS_OTHER,refund_received,refund_received
,"STABLE VEHICLE MF25HYA REBATE BX2507014665603300 200000     40 02JUL25 03:21 MF25HYA REBATE,BX2507014665603300",1360.44,credit,INCOME_SALARY,refund_received,refund_received
,"BANK GIRO CREDIT REF DOLBY MEDICAL HOME, VIVISOL REBATE",33.36,credit,INCOME_SALARY,refund_received,refund_received
,"Payment from Schneefangsysteme Rees Gmbh + Co.kg - Customer 13922 Invoice 2542136 485,00 Creditnote 2542475 575,24",90.24,credit,INCOME_SALARY,income_other_unspecified,refund_received
,Payment from Schneefangsysteme Rees Gmbh + Co. Kg - Creditnote 2542475 05.08.25.Customer 13922,575.24,credit,INCOME_SALARY,income_other_unspecified,refund_received
,EDF eng rebate,8.70,credit,INCOME_SALARY,refund_received,refund_received
,Evergreen Finance London Limited         MONEYBOAT 1185167,500.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Lending Stream  PAYMENT2785965 BGC,200.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,LENDING STREAM    PAYMENT2772933    FP 21/09/25 1220  MODULO00P210YKJCF2,150.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,Lending Stream  PAYMENT2708059 BGC,200.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"LENDING STREAM PAYMENT2681439 MODULO00P210WPUV9T PAYMENT2681439,MODULO00P210WPUV9T",100.00,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,loan_disbursement,loan_disbursement
,EVERGREEN FINANCE MONEYBOAT 1182076 FP 21/08/25 1815  MODULO00P210XXRX2C,450.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,INCLUSIVE FINANCE CREDITSPRING ADVANFP 15/09/25 0755  REV579193270792582,300.00,credit,LOAN_DISBURSEMENTS_PERSONAL,loan_disbursement,loan_disbursement
,"SALAD FINANCE LIMI SALAD MONEY 573ad5ff10e3434cab SALAD MONEY,573ad5ff10e3434cab",1000.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,LENDING STREAM PAYMENT2804334 MODULO00P210Z9VKFB,1440.00,credit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,loan_disbursement,loan_disbursement
,Evergreen Finance London Limited         MONEYBOAT 1203682,200.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,EVERGREEN FINANCE MONEYBOAT 1159036 FP 22/07/25 0930  MODULO00P210X944B0,500.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV538095398311653 CREDITSPRING ADVAN,REV538095398311653",600.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Evergreen Finance MONEYBOAT 1185281,300.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,LENDING STREAM    PAYMENT2705304    FP 16/07/25 1929  MODULO00P210X5EGKP,800.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"LENDING STREAM PAYMENT2670670 MODULO00P210WG3P33 PAYMENT2670670,MODULO00P210WG3P33",100.00,credit,INCOME_SALARY,loan_disbursement,loan_disbursement
,Lending Stream    PAYMENT2709227,380.00,credit,LOAN_DISBURSEMENTS_PERSONAL,loan_disbursement,loan_disbursement
,FASTER PAYMENTS RECEIPT REF.PAYMENT2806441 FROM LENDING STREAM,100.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,Lending Stream                           PAYMENT2730108,200.00,credit,LOAN_DISBURSEMENTS_PERSONAL,loan_disbursement,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV528038136416290 CREDITSPRING ADVAN,REV528038136416290",600.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Evergreen Finance  MONEYBOAT 1144622 BGC,600.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Evergreen Finance London Limited MONEYBOAT 1184514,650.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Nefirst Credit Union Loan Disbursement,102.87,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV588944120513775 CREDITSPRING ADVAN,REV588944120513775",200.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,EVERGREEN FINANCE MONEYBOAT 1149506 FP 10/07/25 1445  MODULO00P210X1664T,200.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV490444480580494 CREDITSPRING ADVAN,REV490444480580494",200.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,SALAD FINANCE LIMISALAD MONEY       FP 04/08/25 1715  279622C075B741B8AF,2000.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,SALAD FINANCE LIMISALAD MONEY       FP 06/07/25 2130  1AC22F6CCC514E098D,2000.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,Evergreen Finance MONEYBOAT 1195020,300.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV568921029482308 CREDITSPRING ADVAN,REV568921029482308",500.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,EVERGREEN FINANCE MONEYBOAT 1186130 FP 26/08/25 1200  MODULO00P210Y0TVJN,200.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,"SALAD FINANCE LIMI SALAD MONEY 91bcfda33b364fb9a3 14SEP25 SALAD MONEY,91bcfda33b364fb9a3",2000.00,credit,LOAN_DISBURSEMENTS_CASH_ADVANCES,loan_disbursement,loan_disbursement
,"INCLUSIVE FINANCE CREDITSPRING ADVAN REV541222731849918 02AUG25 CREDITSPRING ADVAN,REV541222731849918",300.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,SALAD FINANCE LIMISalad Money,2000.00,credit,LOAN_DISBURSEMENTS_PERSONAL,loan_disbursement,loan_disbursement
,INCLUSIVE FINANCE LIMITED                Creditspring advan,1000.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,"SALAD FINANCE LIMI SALAD MONEY 369ae0d52b63419489 SALAD MONEY,369ae0d52b63419489",597.34,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,Salad Finance Limited Salad Money,500.00,credit,LOAN_DISBURSEMENTS_OTHER,loan_disbursement,loan_disbursement
,SALAD FINANCE LIMISALAD MONEY       FP 07/07/25 1830  6751A97BE53E46F6BD,500.00,credit,TRANSFER_IN_OTHER,loan_disbursement,loan_disbursement
,Natwest Boxed Loans Loan Disbursement,15000.00,credit,LOAN_DISBURSEMENTS_CASH_ADVANCES,loan_disbursement,loan_disbursement
Homebox,Homebox - SortCodeAccountNumber: 04007257061173,179.96,debit,GENERAL_SERVICES_OTHER_SERVICES,utility_other,utility_other
Leep Networks Leep,Leep Networks Leep Utilities,162.82,debit,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,utility_other,utility_other
Leep Networks,"DIRECT DEBIT PAYMENT TO LEEP NETWORKS REF A-34DDC5D1-004, MANDATE NO 0082",76.51,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,utility_other,utility_other
Glide Student & Reside,GLIDE STUDENT & RE  ON 12 JUL BCC GLIDE STUDENT & RESIDE,25.00,debit,RENT_AND_UTILITIES_RENT,utility_other,utility_other
,Tide fee for the transaction of £20.20 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £15.20 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £1320.20 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 462483501,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £1080.20 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £206.85 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £1045.90 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £10.20 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £2638.19 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £91.48 amount,2.45,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,Tide fee for the transaction of £245.92 amount,0.20,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 462708045,10.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 16JUL2025,13.25,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 464443649,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 456927142,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 461483219,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 29AUG2025,1.39,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 461459188,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 460377435,9.70,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 464942042,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 30AUG2025,10.00,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 456302346,8.50,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 29AUG2025      FOR ACCOUNT       404420 53663833,61.25,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 22JUL2025,8.00,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 09SEP2025,8.09,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 14JUL2025,8.00,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,SERVICE CHARGES REF : 463691842,9.94,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
,TOTAL CHARGES     TO 04JUN2025,8.00,debit,BANK_FEES_OTHER_BANK_FEES,account_charge,account_charge
